247,6,269.201252
442,6,270.019652
372,5,236.572099
201,5,261.636631
61,10,763.203735
495,6,279.306752
251,6,266.196452
629,5,198.977698
299,5,200.726698
533,5,217.920655
