148,5,212.965155
213,5,213.256655
463,5,220.835655
657,7,450.851887
552,5,247.066131
514,6,312.623767
510,6,315.628567
435,7,418.514514
125,13,1145.995632
163,6,329.280167
94,9,597.113637
620,7,427.828087
124,10,692.623264
356,10,726.309101
245,6,317.538067
492,5,243.568099
33,6,328.734667
92,6,286.680263
509,5,191.981698
452,12,981.807482
243,6,272.206052
445,6,315.357767
636,6,319.178967
293,6,329.825763
358,6,330.098563
260,12,1062.121311
112,6,271.656252
365,6,278.763352
329,6,351.127863
540,9,609.217937
450,8,453.996256
153,5,209.758655
454,9,629.867282
505,7,361.600553
512,7,355.909153
246,8,461.409356
72,7,394.196036
541,5,253.474631
506,8,462.394756
70,8,561.706235
357,5,246.191631
96,7,428.610287
582,9,567.446088
378,5,233.371799
555,7,427.569987
217,5,252.021631
604,6,294.872063
16,5,254.349131
35,6,280.397852
4,6,349.763963
662,7,393.679736
55,5,189.946998
422,5,246.483131
39,5,199.560698
177,5,235.697599
387,12,981.592482
707,6,268.110152
649,13,1145.364032
717,6,307.432567
424,10,794.818466
580,7,353.319653
26,6,286.403263
10,6,298.422363
557,5,243.859599
62,6,307.705367
127,6,307.978167
44,5,196.354198
216,6,338.567363
434,5,198.103198
638,7,413.603114
110,8,466.353256
708,5,231.621099
156,9,599.959537
279,6,293.508763
709,5,189.649698
382,7,355.392853
403,5,217.337655
40,9,651.944582
393,5,223.750655
695,10,785.656035
29,9,596.877037
227,5,245.608631
23,8,485.123020
276,5,255.515131
60,13,1145.786132
175,7,417.481914
716,7,402.473014
192,6,308.250867
617,5,247.357631
343,5,213.839655
394,6,351.400663
265,10,753.803401
194,12,1061.903011
147,5,254.938031
640,6,316.174167
310,7,360.826253
176,7,363.153453
340,7,389.541236
363,6,327.097967
718,9,628.207682
411,5,252.891631
146,5,254.932131
705,6,316.446967
193,5,226.082599
384,6,312.078267
437,5,236.863599
659,6,349.491163
400,6,300.059063
501,7,364.444253
576,6,267.560352
108,6,274.661052
625,6,279.852352
221,8,543.177235
116,7,411.528414
97,5,245.025631
182,6,268.928452
503,6,273.297152
353,7,432.487887
286,10,731.120301
103,8,471.782456
573,5,234.248399
8,5,218.795155
144,6,295.963163
556,6,282.584352
624,5,202.184198
633,6,273.842752
676,7,382.296936
474,6,294.326463
539,6,294.599263
6,5,260.762131
420,8,481.170120
291,10,726.082901
574,5,192.273198
90,7,379.969536
701,6,319.451667
461,5,262.802631
376,8,461.902056
132,6,304.977563
184,5,190.524198
17,5,254.353631
37,5,241.527599
430,6,279.033952
0,6,352.768763
304,5,197.520198
443,5,233.663999
285,7,380.744036
273,5,216.754655
484,5,208.014155
685,7,428.086287
24,5,209.180155
190,10,692.855064
328,5,223.459155
206,5,258.430131
691,9,588.805088
309,5,194.313698
714,13,1145.573532
275,7,389.283036
402,8,497.474420
79,6,295.690363
198,5,222.876155
210,7,389.027636
500,7,418.772714
325,11,904.408043
451,9,566.969288
347,5,252.604631
138,5,219.378155
581,7,353.323553
511,6,267.287552
631,6,322.179467
241,7,363.411653
493,6,327.643567
269,8,499.699120
292,5,245.900131
352,6,287.771363
346,5,252.600131
715,9,630.817082
178,6,271.933252
115,6,316.992467
696,6,322.452267
272,6,344.845463
289,7,377.900236
564,5,198.686198
702,6,271.110752
399,6,348.400363
50,6,316.719667
683,12,1023.048598
335,6,299.786263
425,10,794.821966
544,5,211.513255
483,8,484.137620
610,6,337.199263
639,5,192.564698
525,6,351.952163
593,5,221.418655
230,6,281.216252
262,6,305.523063
129,12,1061.688111
519,13,1144.948232
438,6,273.024352
678,8,484.876620
336,5,259.013131
621,6,282.857052
465,6,300.331863
28,7,376.863636
320,8,453.503556
321,11,830.905494
645,7,407.912414
693,7,368.066453
648,5,228.123099
634,5,195.771198
187,8,455.728256
469,6,297.327063
647,9,567.682588
377,6,269.746852
274,6,296.508763
134,6,350.309563
186,6,265.923652
63,9,628.444282
619,6,331.193863
706,6,268.105952
331,5,262.219631
150,7,437.399787
98,6,329.007467
589,6,352.218963
250,5,190.823698
415,7,381.260336
3,5,222.001655
571,6,318.909567
667,6,343.481563
2,6,304.433263
529,6,348.945663
549,5,208.305655
381,6,266.742052
448,5,230.455099
611,7,382.038736
189,7,406.099514
71,5,261.053631
431,7,421.358314
85,7,437.141687
679,5,208.888655
348,5,210.633155
169,5,200.143698
497,5,240.361599
76,5,257.847131
660,6,301.150163
656,5,263.677131
614,5,208.597155
313,5,233.079499
694,5,199.269198
613,8,484.630320
5,8,501.427320
686,11,942.380764
162,5,245.317131
38,7,368.324553
475,9,608.981337
333,5,220.252655
65,7,399.887436
423,6,330.371363
489,6,330.648263
677,6,289.135263
468,5,217.629155
139,8,499.206420
522,10,759.763035
455,12,1062.766111
703,7,413.859714
334,6,348.131263
263,5,223.167655
472,6,342.663263
433,7,367.033753
421,8,481.175520
712,9,567.919188
603,5,215.005655
208,5,216.463155
74,7,445.676787
317,7,355.135653
47,6,271.383552
546,7,381.780636
563,7,367.550153
121,6,265.650952
674,5,212.097755
517,11,831.572294
270,6,299.513563
141,5,258.138631
181,8,461.163056
379,5,191.398698
308,6,272.478852
480,7,381.518436
502,5,237.155099
380,7,409.717314
136,5,261.345131
615,6,334.198663
618,8,539.224335
542,5,253.479131
367,5,239.778599
360,6,281.761752
597,7,393.421536
359,6,330.103163
554,6,330.921063
21,7,382.555036
237,5,239.195599
131,5,264.551631
41,6,322.725067
231,8,474.996356
444,5,191.690198
281,6,338.840163
271,5,258.721631
595,6,300.877463
568,6,273.569952
20,6,337.744763
160,10,725.620701
312,6,269.474052
31,10,795.966766
338,5,217.046155
240,7,417.740114
15,8,493.281220
711,6,265.105352
173,6,274.933852
575,6,315.901367
566,7,364.702453
199,6,350.582263
255,10,693.083364
259,9,629.159482
86,7,382.813236
215,7,437.657987
366,7,421.100114
195,7,400.403736
166,8,474.749956
439,5,194.896698
383,5,230.163599
488,8,538.731635
661,5,260.470631
427,5,243.276599
368,7,366.775653
688,6,328.461867
49,5,193.147698
19,5,212.389955
548,8,484.384020
471,5,256.389631
681,6,286.130463
673,5,212.090655
680,6,334.471463
373,6,272.751652
481,7,381.524036
34,5,202.767198
362,5,242.985099
670,9,609.691037
256,11,830.684294
485,9,598.536537
239,5,197.228698
13,5,215.588655
200,10,753.575101
337,8,497.228020
258,5,226.374099
303,6,275.479452
458,5,224.042155
233,6,326.552367
57,9,568.155688
498,7,367.291953
236,7,420.583814
534,7,444.644187
290,8,480.677420
355,8,480.923720
244,5,194.022198
547,6,288.589663
307,5,236.280599
398,5,220.544155
67,6,304.704763
351,10,731.348601
91,8,482.652020
51,7,411.270214
622,5,244.151099
298,6,326.825167
294,6,329.834063
323,5,226.665599
284,5,210.346155
569,5,195.479698
494,5,201.601198
606,5,253.766131
470,6,297.331263
264,6,350.855063
490,7,427.311787
385,8,453.749956
123,5,228.997599
449,6,312.350967
587,13,1231.011143
414,5,210.929155
520,10,762.286635
531,5,259.887631
558,6,327.916267
326,7,400.924036
36,9,589.041688
419,5,207.722655
538,5,214.714155
111,7,362.895353
266,5,261.928131
155,7,380.227636
598,5,218.212155
406,5,256.098131
719,8,506.862120
486,8,481.420220
157,6,286.952963
642,6,267.838852
612,6,288.862463
364,5,201.018198
280,7,437.916187
322,12,981.377582
314,5,191.107198
114,5,193.439198
637,6,270.837952
207,6,344.572763
390,12,1062.551111
164,5,203.350198
560,6,279.579552
396,5,262.511131
295,6,281.488952
69,6,350.036763
599,7,444.902287
130,7,400.145636
713,5,228.414599
257,7,403.509614
507,6,270.292352
42,5,238.321099
232,5,242.402099
590,6,352.223163
185,5,190.531398
518,5,227.540099
52,6,268.382952
627,5,240.944599
561,9,588.331988
653,13,1231.223843
174,5,196.937198
412,5,252.896131
167,5,242.110599
473,5,214.422655
477,5,253.187631
559,5,201.892698
203,5,219.669655
583,5,227.831599
253,5,229.580599
83,5,212.673655
22,6,289.408063
675,6,337.472063
238,6,275.206652
405,6,297.060563
630,7,419.289014
135,8,561.952535
453,13,1144.732432
315,5,191.115898
551,8,481.666620
82,5,254.645831
220,7,380.485836
409,6,294.053663
339,6,296.781463
180,6,317.265267
287,6,287.498563
324,9,629.394182
278,5,213.548155
572,6,270.565152
102,5,241.819099
401,5,259.304631
462,7,450.077387
607,5,253.770631
212,5,255.230231
601,5,256.972631
397,7,449.819287
682,6,286.136063
32,9,659.774925
698,6,274.115552
341,5,255.806631
151,6,338.294563
635,7,362.116853
623,6,328.189067
9,7,445.418587
56,6,265.378152
516,8,454.247656
550,6,333.925863
99,5,203.058698
332,7,449.561087
311,8,461.655756
524,6,351.946163
586,7,401.956714
476,5,253.183131
416,10,731.576801
58,5,228.706099
447,7,355.650953
537,6,342.936063
133,5,222.584655
700,7,362.375053
1,5,263.968631
410,9,608.744737
142,6,344.299963
655,6,352.495963
395,9,689.919725
643,5,231.329599
25,7,379.711336
668,5,215.297155
650,9,630.580582
687,11,942.386864
188,5,229.289099
528,5,221.127155
122,9,568.392288
234,5,200.435198
170,9,586.909288
300,9,587.382088
105,9,652.179782
446,6,267.014852
600,6,297.876863
306,7,363.669753
235,9,587.145588
616,6,285.857663
609,5,211.805455
440,7,361.342353
214,9,608.031437
478,5,211.216155
282,5,252.313131
107,5,238.612599
432,5,240.070099
672,5,254.062131
327,6,305.795863
594,6,349.218363
80,8,493.525320
222,6,287.225763
369,5,197.811698
248,5,232.787299
319,6,311.805967
165,6,280.943452
426,7,372.725153
354,5,207.431155
154,5,209.763155
699,5,196.062698
242,5,235.989099
158,7,377.380036
18,5,212.382155
43,6,274.388252
523,5,224.333655
45,7,362.633153
330,10,754.031701
652,9,627.967582
143,5,216.171655
658,5,221.710155
562,5,240.653099
408,5,214.131155
183,5,232.495599
536,5,256.681131
391,11,904.632643
684,6,331.466663
117,6,268.655652
53,5,231.912599
543,5,211.507655
671,5,254.057631
692,5,241.236099
137,7,394.454236
191,11,830.463194
54,5,189.941198
229,5,203.641698
14,6,295.417563
77,6,344.027163
428,6,327.370767
149,9,607.794937
224,9,597.586737
513,5,230.746599
152,6,289.953563
697,5,238.029599
113,6,271.660452
371,7,363.927953
441,8,462.148456
104,5,199.852198
302,5,239.487099
591,5,263.385631
261,7,400.665836
596,5,260.179131
526,5,263.094131
196,5,264.843131
202,7,394.712336
588,13,1231.015743
508,5,233.956199
344,6,293.780963
669,6,295.144863
664,7,445.160487
205,6,299.240763
7,7,393.937836
651,7,402.214814
316,6,266.469252
109,5,196.645698
579,6,312.896567
535,6,297.604063
665,6,298.149563
456,8,508.594079
93,7,377.121836
81,5,254.640631
209,6,296.235963
644,6,313.169367
632,5,237.738099
277,5,255.522531
666,5,257.264131
413,5,210.924655
140,6,298.967963
66,5,264.260131
527,7,450.335587
64,12,1061.473111
388,5,226.957099
126,9,631.296982
168,6,326.282267
297,5,242.693599
46,7,362.639253
515,7,353.061453
288,7,377.896336
252,8,455.974656
68,5,222.293155
545,6,336.926463
342,5,255.814731
305,7,417.998214
101,8,474.503656
249,5,190.815698
283,5,210.341655
349,5,210.637655
48,6,271.390652
118,5,232.204099
78,5,215.880155
268,5,219.961155
466,5,259.596131
225,10,725.849001
228,8,537.748035
179,5,193.730698
417,6,288.044163
106,6,322.997867
370,7,418.256414
605,9,609.454437
73,5,219.086655
530,6,300.604663
392,6,306.068663
467,7,392.905336
59,10,692.394964
159,9,597.350137
389,9,629.630682
663,5,218.503655
532,7,393.163436
171,7,420.325614
30,12,1020.886498
100,6,280.670652
386,9,566.732788
429,5,201.309698
254,7,406.357314
375,7,361.084253
120,5,190.239198
578,5,231.038099
690,6,280.125052
12,6,343.754363
301,7,420.841914
128,5,225.791099
577,5,231.033699
75,6,298.695163
296,7,372.208853
436,7,364.186153
88,5,209.467155
89,5,209.471655
641,6,267.833152
584,13,1145.154532
565,7,419.030914
267,9,686.833125
704,5,192.856198
479,5,211.221055
226,7,429.122887
459,6,351.673463
457,6,306.341463
460,7,398.596636
223,7,377.638136
608,5,211.799155
602,6,343.208863
197,6,305.250263
646,7,353.581753
482,6,288.316863
570,7,361.858753
654,8,506.615720
689,5,202.475698
172,5,238.904099
491,6,282.315152
592,7,450.593687
95,12,1021.101298
27,6,286.407463
218,5,210.050155
161,7,428.864687
626,9,588.568488
628,7,367.808253
145,8,493.771620
119,5,190.232698
374,5,194.605198
350,7,381.002136
345,7,438.174287
464,6,348.672863
204,8,499.452720
219,5,210.054655
211,5,255.223631
407,5,256.106931
404,6,297.054263
553,8,538.977935
499,5,198.394698
567,5,237.446599
11,5,257.555631
710,5,189.654798
487,5,246.774631
318,5,229.872099
87,6,289.680763
585,9,630.343982
521,7,401.698514
504,5,195.188198
84,5,212.682155
418,8,483.892220
361,7,372.467053
496,9,588.095388
